id|conexion|vel_conexion|TV
35678|ADSL|20MB|tv-futbol
35679|FIBRA|600MB|tv-familiar
35681|ADSL|25MB|tv-futbol
35682|FIBRA|100MB|tv-familiar
35683|FIBRA|100MB|tv-futbol
35684|FIBRA|300MB|tv-total
35685|ADSL|10MB|tv-futbol
35686|FIBRA|200MB|tv-familiar
35687|ADSL|25MB|tv-futbol
35688|ADSL|35MB|tv-futbol
35689|ADSL|15MB|tv-futbol
35690|ADSL|15MB|tv-familiar
35691|ADSL|15MB|tv-futbol
35692|FIBRA|600MB|tv-familiar
35693|ADSL|35MB|tv-futbol
35694|FIBRA|600MB|tv-familiar
35695|ADSL|25MB|tv-futbol
35696|FIBRA|600MB|tv-total
35697|ADSL|15MB|tv-futbol
35698|FIBRA|100MB|tv-futbol
35699|FIBRA|300MB|tv-futbol
35700|FIBRA|600MB|tv-familiar
35701|FIBRA|50MB|tv-total
35703|FIBRA|200MB|tv-futbol
35704|FIBRA|200MB|tv-futbol
35705|FIBRA|300MB|tv-familiar
35706|FIBRA|200MB|tv-familiar
35708|FIBRA|300MB|tv-futbol
35709|FIBRA|600MB|tv-futbol
35710|FIBRA|50MB|tv-futbol
35711|FIBRA|200MB|tv-familiar
35712|FIBRA|300MB|tv-familiar
35713|ADSL|35MB|tv-futbol
35714|ADSL|15MB|tv-familiar
35716|FIBRA|50MB|tv-futbol
35717|FIBRA|600MB|tv-futbol
35718|ADSL|20MB|tv-familiar
35719|ADSL|10MB|tv-total
35720|FIBRA|50MB|tv-futbol
35721|ADSL|20MB|tv-familiar
35723|ADSL|10MB|tv-familiar
35724|ADSL|25MB|tv-futbol
35725|FIBRA|50MB|tv-futbol
35726|ADSL|15MB|tv-futbol
35727|FIBRA|100MB|tv-total
35728|ADSL|35MB|tv-familiar
35729|ADSL|10MB|tv-familiar
35730|FIBRA|200MB|tv-futbol
35731|FIBRA|50MB|tv-futbol
35732|ADSL|35MB|tv-familiar
35733|ADSL|20MB|tv-familiar
35734|FIBRA|100MB|tv-futbol
35735|FIBRA|200MB|tv-familiar
35736|FIBRA|50MB|tv-futbol
35737|FIBRA|100MB|tv-futbol
35738|FIBRA|600MB|tv-futbol
35739|ADSL|25MB|tv-futbol
35740|ADSL|20MB|tv-total
35741|ADSL|35MB|tv-total
35742|FIBRA|50MB|tv-futbol
35743|FIBRA|50MB|tv-familiar
35744|FIBRA|200MB|tv-total
35745|ADSL|25MB|tv-futbol
35746|ADSL|15MB|tv-total
35747|ADSL|10MB|tv-familiar
35748|ADSL|15MB|tv-familiar
35749|FIBRA|600MB|tv-futbol
35750|FIBRA|50MB|tv-total
35751|ADSL|10MB|tv-familiar
35752|ADSL|10MB|tv-familiar
35753|FIBRA|200MB|tv-futbol
35754|FIBRA|600MB|tv-futbol
35755|FIBRA|100MB|tv-familiar
35756|ADSL|10MB|tv-futbol
35757|ADSL|30MB|tv-futbol
35758|ADSL|15MB|tv-familiar
35759|ADSL|30MB|tv-familiar
35760|FIBRA|300MB|tv-futbol
35761|ADSL|10MB|tv-futbol
35762|FIBRA|600MB|tv-total
35763|ADSL|20MB|tv-total
35764|ADSL|35MB|tv-futbol
35766|FIBRA|200MB|tv-futbol
35767|ADSL|15MB|tv-familiar
35768|ADSL|20MB|tv-total
35769|FIBRA|200MB|tv-futbol
35770|FIBRA|50MB|tv-familiar
35771|ADSL|25MB|tv-total
35772|ADSL|20MB|tv-futbol
35773|FIBRA|100MB|tv-familiar
35774|ADSL|15MB|tv-familiar
35776|ADSL|20MB|tv-futbol
35777|ADSL|10MB|tv-familiar
35778|FIBRA|200MB|tv-futbol
35779|FIBRA|50MB|tv-futbol
35780|ADSL|25MB|tv-futbol
35781|ADSL|20MB|tv-futbol
35782|ADSL|20MB|tv-familiar
35783|FIBRA|100MB|tv-familiar
35784|FIBRA|300MB|tv-futbol
35785|FIBRA|200MB|tv-familiar
35786|ADSL|10MB|tv-futbol
35787|ADSL|15MB|tv-futbol
35788|FIBRA|100MB|tv-futbol
35789|ADSL|30MB|tv-total
35790|ADSL|10MB|tv-futbol
35791|FIBRA|50MB|tv-familiar
35792|ADSL|10MB|tv-familiar
35793|FIBRA|600MB|tv-familiar
35794|ADSL|20MB|tv-total
35795|FIBRA|200MB|tv-futbol
35796|ADSL|25MB|tv-futbol
35797|ADSL|35MB|tv-futbol
35798|ADSL|30MB|tv-familiar
35799|FIBRA|600MB|tv-familiar
35800|FIBRA|200MB|tv-familiar
35801|FIBRA|100MB|tv-futbol
35802|FIBRA|50MB|tv-familiar
35803|FIBRA|200MB|tv-familiar
35804|ADSL|35MB|tv-familiar
35805|FIBRA|600MB|tv-futbol
35806|FIBRA|50MB|tv-total
35807|FIBRA|600MB|tv-futbol
35808|ADSL|20MB|tv-familiar
35809|FIBRA|300MB|tv-familiar
35810|ADSL|15MB|tv-futbol
35811|FIBRA|50MB|tv-futbol
35812|FIBRA|600MB|tv-familiar
35813|FIBRA|200MB|tv-familiar
35814|ADSL|10MB|tv-futbol
35815|ADSL|20MB|tv-total
35816|ADSL|25MB|tv-futbol
35817|ADSL|30MB|tv-futbol
35818|ADSL|15MB|tv-futbol
35820|FIBRA|300MB|tv-futbol
35821|ADSL|35MB|tv-familiar
35822|ADSL|20MB|tv-futbol
35823|ADSL|35MB|tv-familiar
35824|FIBRA|300MB|tv-futbol
35825|ADSL|25MB|tv-futbol
35826|FIBRA|300MB|tv-futbol
35827|FIBRA|300MB|tv-familiar
35828|FIBRA|600MB|tv-futbol
35829|FIBRA|50MB|tv-total
35830|ADSL|20MB|tv-familiar
35831|ADSL|30MB|tv-familiar
35832|FIBRA|200MB|tv-total
35833|ADSL|25MB|tv-futbol
35834|FIBRA|300MB|tv-total
35835|FIBRA|300MB|tv-familiar
35836|ADSL|35MB|tv-futbol
35837|FIBRA|200MB|tv-futbol
35838|ADSL|15MB|tv-futbol
35839|ADSL|30MB|tv-total
35840|FIBRA|100MB|tv-futbol
35841|FIBRA|300MB|tv-familiar
35842|FIBRA|200MB|tv-futbol
35843|ADSL|15MB|tv-futbol
35844|ADSL|15MB|tv-futbol
35845|FIBRA|300MB|tv-futbol
35846|ADSL|20MB|tv-futbol
35847|FIBRA|200MB|tv-futbol
35848|ADSL|20MB|tv-total
35849|ADSL|20MB|tv-familiar
35850|ADSL|15MB|tv-futbol
35851|ADSL|30MB|tv-futbol
35852|ADSL|15MB|tv-familiar
35853|FIBRA|300MB|tv-familiar
35854|ADSL|35MB|tv-futbol
35855|FIBRA|600MB|tv-familiar
35856|ADSL|30MB|tv-futbol
35857|FIBRA|600MB|tv-futbol
35858|FIBRA|50MB|tv-futbol
35859|FIBRA|50MB|tv-futbol
35860|ADSL|20MB|tv-futbol
35861|FIBRA|600MB|tv-futbol
35862|FIBRA|600MB|tv-total
35863|ADSL|15MB|tv-futbol
35864|ADSL|20MB|tv-futbol
35865|ADSL|10MB|tv-futbol
35866|FIBRA|300MB|tv-futbol
35867|FIBRA|600MB|tv-futbol
35868|ADSL|15MB|tv-total
35869|FIBRA|300MB|tv-futbol
35870|ADSL|25MB|tv-futbol
35871|FIBRA|200MB|tv-futbol
35872|FIBRA|100MB|tv-futbol
35873|ADSL|20MB|tv-futbol
35874|ADSL|25MB|tv-futbol
35875|ADSL|15MB|tv-familiar
35876|ADSL|35MB|tv-futbol
35877|ADSL|15MB|tv-total
35878|FIBRA|200MB|tv-futbol
35879|FIBRA|200MB|tv-futbol
35880|FIBRA|50MB|tv-futbol
35881|ADSL|20MB|tv-futbol
35882|ADSL|20MB|tv-futbol
35883|FIBRA|600MB|tv-futbol
35884|ADSL|15MB|tv-total
35885|ADSL|25MB|tv-familiar
35886|ADSL|35MB|tv-familiar
35887|ADSL|15MB|tv-familiar
35888|FIBRA|200MB|tv-familiar
35889|ADSL|20MB|tv-futbol
35890|FIBRA|100MB|tv-futbol
35891|ADSL|25MB|tv-familiar
35892|ADSL|10MB|tv-futbol
35893|ADSL|15MB|tv-familiar
35894|ADSL|30MB|tv-futbol
35895|FIBRA|50MB|tv-familiar
35896|ADSL|15MB|tv-futbol
35897|FIBRA|50MB|tv-futbol
35898|FIBRA|100MB|tv-futbol
35899|FIBRA|200MB|tv-futbol
35900|FIBRA|100MB|tv-futbol
35901|ADSL|20MB|tv-futbol
35902|FIBRA|300MB|tv-futbol
35903|ADSL|35MB|tv-futbol
35905|FIBRA|200MB|tv-familiar
35906|ADSL|10MB|tv-total
35907|ADSL|35MB|tv-futbol
35908|FIBRA|100MB|tv-futbol
35909|ADSL|35MB|tv-futbol
35910|ADSL|20MB|tv-total
35911|ADSL|15MB|tv-futbol
35912|FIBRA|600MB|tv-futbol
35913|ADSL|15MB|tv-futbol
35914|ADSL|30MB|tv-familiar
35915|FIBRA|300MB|tv-familiar
35916|ADSL|35MB|tv-futbol
35917|ADSL|30MB|tv-familiar
35918|FIBRA|600MB|tv-familiar
35919|FIBRA|100MB|tv-total
35920|ADSL|20MB|tv-familiar
35921|FIBRA|300MB|tv-total
35922|FIBRA|200MB|tv-futbol
35923|FIBRA|600MB|tv-total
35924|FIBRA|100MB|tv-futbol
35925|ADSL|20MB|tv-futbol
35926|FIBRA|50MB|tv-familiar
35927|FIBRA|100MB|tv-familiar
35928|ADSL|15MB|tv-familiar
35929|FIBRA|100MB|tv-total
35930|ADSL|10MB|tv-familiar
35931|ADSL|30MB|tv-total
35932|ADSL|15MB|tv-futbol
35933|FIBRA|600MB|tv-futbol
35934|FIBRA|100MB|tv-familiar
35935|FIBRA|50MB|tv-familiar
35936|ADSL|30MB|tv-futbol
35937|ADSL|35MB|tv-futbol
35938|ADSL|35MB|tv-futbol
35939|FIBRA|50MB|tv-familiar
35940|ADSL|30MB|tv-futbol
35942|ADSL|20MB|tv-futbol
35943|ADSL|25MB|tv-futbol
35944|FIBRA|200MB|tv-familiar
35945|FIBRA|100MB|tv-familiar
35946|ADSL|30MB|tv-futbol
35948|FIBRA|50MB|tv-familiar
35949|ADSL|10MB|tv-futbol
35950|FIBRA|100MB|tv-futbol
35951|ADSL|10MB|tv-familiar
35952|ADSL|20MB|tv-total
35953|ADSL|35MB|tv-futbol
35954|ADSL|15MB|tv-familiar
35955|ADSL|10MB|tv-futbol
35956|FIBRA|200MB|tv-futbol
35957|ADSL|35MB|tv-futbol
35958|ADSL|30MB|tv-futbol
35959|ADSL|10MB|tv-familiar
35960|FIBRA|100MB|tv-familiar
35961|FIBRA|600MB|tv-familiar
35962|ADSL|30MB|tv-futbol
35963|ADSL|35MB|tv-futbol
35964|FIBRA|200MB|tv-futbol
35965|ADSL|10MB|tv-familiar
35967|FIBRA|200MB|tv-familiar
35968|FIBRA|600MB|tv-familiar
35969|ADSL|15MB|tv-familiar
35970|FIBRA|100MB|tv-futbol
35971|ADSL|20MB|tv-familiar
35972|FIBRA|200MB|tv-total
35973|ADSL|30MB|tv-familiar
35974|FIBRA|100MB|tv-total
35975|FIBRA|300MB|tv-total
35976|ADSL|30MB|tv-familiar
35977|ADSL|30MB|tv-futbol
35978|FIBRA|200MB|tv-familiar
35979|ADSL|25MB|tv-familiar
35980|FIBRA|100MB|tv-futbol
35981|FIBRA|600MB|tv-futbol
35982|FIBRA|50MB|tv-futbol
35983|FIBRA|50MB|tv-futbol
35984|ADSL|25MB|tv-futbol
35985|ADSL|35MB|tv-familiar
35986|FIBRA|300MB|tv-total
35987|FIBRA|100MB|tv-futbol
35988|FIBRA|100MB|tv-familiar
35990|FIBRA|50MB|tv-familiar
35991|ADSL|15MB|tv-familiar
35992|ADSL|10MB|tv-familiar
35993|FIBRA|300MB|tv-familiar
35994|ADSL|30MB|tv-familiar
35996|ADSL|10MB|tv-total
35997|ADSL|15MB|tv-futbol
35999|FIBRA|50MB|tv-futbol
36000|ADSL|10MB|tv-futbol
36001|FIBRA|200MB|tv-futbol
36002|FIBRA|50MB|tv-futbol
36003|FIBRA|200MB|tv-familiar
36004|ADSL|15MB|tv-familiar
36005|ADSL|30MB|tv-familiar
36006|ADSL|20MB|tv-futbol
36007|FIBRA|50MB|tv-futbol
36008|ADSL|25MB|tv-futbol
36009|FIBRA|200MB|tv-futbol
36010|ADSL|10MB|tv-futbol
36011|FIBRA|600MB|tv-total
36012|ADSL|10MB|tv-futbol
36013|ADSL|25MB|tv-familiar
36014|FIBRA|50MB|tv-futbol
36016|ADSL|30MB|tv-futbol
36017|FIBRA|300MB|tv-familiar
36018|FIBRA|50MB|tv-futbol
36019|FIBRA|600MB|tv-futbol
36020|ADSL|30MB|tv-futbol
36021|FIBRA|50MB|tv-familiar
36023|ADSL|30MB|tv-familiar
36024|ADSL|10MB|tv-total
36025|ADSL|15MB|tv-futbol
36026|FIBRA|600MB|tv-futbol
36027|FIBRA|300MB|tv-familiar
36030|FIBRA|50MB|tv-futbol
36031|FIBRA|100MB|tv-futbol
36032|FIBRA|300MB|tv-familiar
36033|ADSL|35MB|tv-familiar
36035|ADSL|30MB|tv-futbol
36037|FIBRA|300MB|tv-familiar
36038|ADSL|20MB|tv-futbol
36039|FIBRA|300MB|tv-futbol
36040|ADSL|15MB|tv-futbol
36041|FIBRA|50MB|tv-familiar
36042|FIBRA|50MB|tv-futbol
36043|FIBRA|300MB|tv-total
36044|ADSL|10MB|tv-familiar
36045|FIBRA|100MB|tv-familiar
36046|ADSL|15MB|tv-futbol
36047|FIBRA|100MB|tv-futbol
36048|FIBRA|200MB|tv-familiar
36049|FIBRA|200MB|tv-futbol
36050|ADSL|10MB|tv-futbol
36051|FIBRA|100MB|tv-familiar
36052|ADSL|30MB|tv-total
36053|FIBRA|200MB|tv-familiar
36054|FIBRA|300MB|tv-futbol
36055|FIBRA|100MB|tv-futbol
36056|ADSL|15MB|tv-familiar
36057|ADSL|30MB|tv-familiar
36058|FIBRA|100MB|tv-futbol
36059|ADSL|10MB|tv-futbol
36060|FIBRA|100MB|tv-futbol
36061|FIBRA|100MB|tv-familiar
36063|FIBRA|50MB|tv-familiar
36064|ADSL|30MB|tv-futbol
36065|ADSL|15MB|tv-total
36066|FIBRA|50MB|tv-futbol
36067|FIBRA|300MB|tv-familiar
36069|ADSL|10MB|tv-total
36070|FIBRA|600MB|tv-familiar
36071|ADSL|20MB|tv-futbol
36072|FIBRA|200MB|tv-futbol
36073|ADSL|30MB|tv-familiar
36074|FIBRA|600MB|tv-familiar
36075|ADSL|15MB|tv-total
36076|ADSL|25MB|tv-familiar
36077|FIBRA|100MB|tv-familiar
36079|ADSL|15MB|tv-familiar
36080|FIBRA|100MB|tv-futbol
36081|FIBRA|50MB|tv-familiar
36082|ADSL|20MB|tv-futbol
36083|FIBRA|50MB|tv-futbol
36084|FIBRA|300MB|tv-familiar
36085|ADSL|35MB|tv-familiar
36086|ADSL|25MB|tv-familiar
36087|ADSL|25MB|tv-total
36088|FIBRA|50MB|tv-familiar
36089|ADSL|30MB|tv-total
36090|ADSL|15MB|tv-futbol
36091|FIBRA|600MB|tv-total
36092|FIBRA|200MB|tv-futbol
36093|ADSL|30MB|tv-familiar
36094|FIBRA|300MB|tv-futbol
36095|FIBRA|200MB|tv-futbol
36097|ADSL|25MB|tv-futbol
36098|FIBRA|200MB|tv-familiar
36099|ADSL|15MB|tv-futbol
36100|ADSL|30MB|tv-total
36101|ADSL|10MB|tv-total
36102|ADSL|20MB|tv-familiar
36103|ADSL|35MB|tv-familiar
36104|FIBRA|600MB|tv-familiar
36105|FIBRA|300MB|tv-futbol
36106|ADSL|35MB|tv-familiar
36107|FIBRA|100MB|tv-familiar
36108|ADSL|25MB|tv-total
36109|ADSL|30MB|tv-futbol
36110|ADSL|15MB|tv-futbol
36111|ADSL|15MB|tv-total
36112|ADSL|30MB|tv-futbol
36113|ADSL|35MB|tv-total
36114|FIBRA|300MB|tv-futbol
36115|ADSL|10MB|tv-futbol
36116|ADSL|30MB|tv-futbol
36117|FIBRA|300MB|tv-futbol
36118|ADSL|20MB|tv-futbol
36119|ADSL|20MB|tv-total
36120|ADSL|20MB|tv-familiar
36121|FIBRA|200MB|tv-futbol
36122|FIBRA|600MB|tv-familiar
36124|ADSL|25MB|tv-futbol
36125|FIBRA|100MB|tv-familiar
36126|ADSL|35MB|tv-familiar
36127|FIBRA|50MB|tv-futbol
36128|ADSL|20MB|tv-futbol
36129|FIBRA|50MB|tv-familiar
36130|ADSL|15MB|tv-futbol
36131|FIBRA|300MB|tv-futbol
36132|FIBRA|300MB|tv-futbol
36133|FIBRA|100MB|tv-futbol
36134|FIBRA|300MB|tv-total
36135|FIBRA|100MB|tv-futbol
36136|ADSL|15MB|tv-futbol
36137|ADSL|25MB|tv-familiar
36138|FIBRA|100MB|tv-familiar
36139|ADSL|20MB|tv-familiar
36140|ADSL|20MB|tv-total
36141|FIBRA|100MB|tv-futbol
36142|ADSL|25MB|tv-futbol
36144|FIBRA|200MB|tv-futbol
36145|FIBRA|600MB|tv-futbol
36146|FIBRA|200MB|tv-familiar
36147|FIBRA|100MB|tv-futbol
36148|ADSL|10MB|tv-familiar
36149|ADSL|25MB|tv-familiar
36150|FIBRA|100MB|tv-familiar
36151|FIBRA|200MB|tv-futbol
36152|ADSL|15MB|tv-futbol
36153|ADSL|10MB|tv-total
36154|FIBRA|50MB|tv-familiar
36155|ADSL|25MB|tv-futbol
36156|ADSL|10MB|tv-total
36157|ADSL|30MB|tv-futbol
36158|ADSL|15MB|tv-futbol
36159|FIBRA|600MB|tv-familiar
36160|ADSL|10MB|tv-familiar
36161|FIBRA|50MB|tv-familiar
36162|FIBRA|300MB|tv-total
36163|ADSL|20MB|tv-futbol
36164|FIBRA|100MB|tv-futbol
36165|ADSL|35MB|tv-familiar
36166|FIBRA|50MB|tv-futbol
36167|FIBRA|600MB|tv-futbol
36168|FIBRA|50MB|tv-total
36169|FIBRA|600MB|tv-futbol
36170|ADSL|30MB|tv-familiar
36171|ADSL|30MB|tv-futbol
36172|ADSL|30MB|tv-familiar
36173|FIBRA|50MB|tv-familiar
36174|FIBRA|50MB|tv-futbol
36175|FIBRA|600MB|tv-futbol
36176|ADSL|30MB|tv-futbol
36177|ADSL|35MB|tv-familiar
36178|ADSL|20MB|tv-total
36179|ADSL|30MB|tv-familiar
36180|ADSL|20MB|tv-total
36181|FIBRA|100MB|tv-futbol
36182|FIBRA|50MB|tv-futbol
36183|FIBRA|600MB|tv-futbol
36184|ADSL|10MB|tv-familiar
36185|ADSL|15MB|tv-futbol
36186|FIBRA|300MB|tv-futbol
36187|FIBRA|100MB|tv-futbol
36188|FIBRA|100MB|tv-futbol
36189|FIBRA|50MB|tv-futbol
36190|ADSL|15MB|tv-familiar
36191|ADSL|10MB|tv-futbol
36192|ADSL|10MB|tv-familiar
36193|ADSL|25MB|tv-futbol
36194|FIBRA|600MB|tv-total
36195|FIBRA|200MB|tv-futbol
36196|ADSL|35MB|tv-total
36197|ADSL|10MB|tv-futbol
36198|FIBRA|100MB|tv-futbol
36199|FIBRA|100MB|tv-familiar
36200|ADSL|35MB|tv-familiar
36201|ADSL|20MB|tv-familiar
36202|ADSL|10MB|tv-futbol
36203|ADSL|15MB|tv-familiar
36204|ADSL|30MB|tv-familiar
36205|FIBRA|50MB|tv-familiar
36206|FIBRA|300MB|tv-futbol
36207|FIBRA|600MB|tv-futbol
36209|ADSL|10MB|tv-futbol
36210|FIBRA|600MB|tv-futbol
36211|FIBRA|100MB|tv-futbol
36212|FIBRA|100MB|tv-familiar
36213|FIBRA|100MB|tv-futbol
36214|FIBRA|50MB|tv-familiar
36215|ADSL|15MB|tv-familiar
36216|FIBRA|100MB|tv-familiar
36217|FIBRA|300MB|tv-familiar
36218|FIBRA|300MB|tv-familiar
36219|FIBRA|200MB|tv-familiar
36220|ADSL|15MB|tv-total
36221|ADSL|20MB|tv-familiar
36222|FIBRA|300MB|tv-futbol
36223|ADSL|35MB|tv-familiar
36224|ADSL|20MB|tv-futbol
36225|FIBRA|50MB|tv-familiar
36226|FIBRA|300MB|tv-familiar
36227|ADSL|35MB|tv-futbol
36228|FIBRA|200MB|tv-futbol
36229|FIBRA|200MB|tv-futbol
36230|ADSL|30MB|tv-futbol
36231|FIBRA|300MB|tv-futbol
36232|ADSL|25MB|tv-futbol
36233|ADSL|15MB|tv-familiar
36234|ADSL|25MB|tv-futbol
36235|ADSL|25MB|tv-futbol
36236|FIBRA|300MB|tv-familiar
36238|FIBRA|100MB|tv-familiar
36239|FIBRA|600MB|tv-futbol
36240|FIBRA|50MB|tv-total
36241|ADSL|25MB|tv-total
36242|FIBRA|600MB|tv-familiar
36243|FIBRA|200MB|tv-total
36244|ADSL|30MB|tv-total
36245|FIBRA|100MB|tv-familiar
36246|FIBRA|300MB|tv-total
36247|FIBRA|600MB|tv-familiar
36248|ADSL|30MB|tv-futbol
36249|ADSL|15MB|tv-familiar
36250|FIBRA|200MB|tv-total
36252|FIBRA|100MB|tv-familiar
36253|FIBRA|50MB|tv-futbol
36254|FIBRA|300MB|tv-familiar
36255|ADSL|20MB|tv-familiar
36256|FIBRA|100MB|tv-futbol
36257|ADSL|35MB|tv-futbol
36258|FIBRA|300MB|tv-total
36259|FIBRA|300MB|tv-total
36260|FIBRA|200MB|tv-futbol
36261|FIBRA|50MB|tv-futbol
36262|FIBRA|600MB|tv-futbol
36263|FIBRA|300MB|tv-total
36264|FIBRA|600MB|tv-futbol
36265|ADSL|25MB|tv-futbol
36266|ADSL|25MB|tv-familiar
36267|ADSL|25MB|tv-familiar
36268|ADSL|25MB|tv-total
36269|ADSL|30MB|tv-futbol
36270|FIBRA|600MB|tv-futbol
36271|FIBRA|100MB|tv-futbol
36272|ADSL|35MB|tv-total
36273|ADSL|10MB|tv-total
36274|ADSL|25MB|tv-futbol
36275|ADSL|15MB|tv-futbol
36276|ADSL|25MB|tv-futbol
36277|ADSL|30MB|tv-familiar
36278|ADSL|15MB|tv-futbol
36279|FIBRA|300MB|tv-familiar
36280|FIBRA|600MB|tv-familiar
36281|ADSL|10MB|tv-futbol
36282|FIBRA|300MB|tv-futbol
36283|ADSL|30MB|tv-futbol
36284|FIBRA|600MB|tv-familiar
36285|FIBRA|100MB|tv-futbol
36286|FIBRA|100MB|tv-familiar
36287|ADSL|25MB|tv-futbol
36288|ADSL|15MB|tv-familiar
36289|ADSL|20MB|tv-familiar
36290|ADSL|20MB|tv-futbol
36292|FIBRA|200MB|tv-total
36293|FIBRA|200MB|tv-futbol
36294|FIBRA|600MB|tv-familiar
36295|FIBRA|300MB|tv-futbol
36296|ADSL|25MB|tv-futbol
36297|FIBRA|50MB|tv-futbol
36298|ADSL|15MB|tv-familiar
36299|ADSL|30MB|tv-familiar
36300|FIBRA|300MB|tv-futbol
36301|FIBRA|300MB|tv-futbol
36302|ADSL|15MB|tv-familiar
36304|FIBRA|300MB|tv-familiar
36305|FIBRA|200MB|tv-familiar
36306|FIBRA|50MB|tv-futbol
36307|ADSL|15MB|tv-futbol
36308|FIBRA|100MB|tv-familiar
36309|ADSL|25MB|tv-familiar
36310|FIBRA|600MB|tv-futbol
36311|ADSL|20MB|tv-total
36312|FIBRA|50MB|tv-futbol
36313|FIBRA|100MB|tv-familiar
36314|FIBRA|600MB|tv-familiar
36315|ADSL|10MB|tv-futbol
36316|ADSL|20MB|tv-futbol
36317|ADSL|25MB|tv-futbol
36318|ADSL|20MB|tv-total
36319|ADSL|30MB|tv-total
36320|FIBRA|100MB|tv-total
36321|FIBRA|600MB|tv-futbol
36322|FIBRA|50MB|tv-futbol
36323|ADSL|20MB|tv-futbol
36324|ADSL|25MB|tv-total
36325|FIBRA|50MB|tv-futbol
36326|ADSL|35MB|tv-futbol
36327|FIBRA|100MB|tv-futbol
36328|ADSL|25MB|tv-total
36329|ADSL|15MB|tv-familiar
36330|ADSL|25MB|tv-futbol
36331|ADSL|20MB|tv-futbol
36332|ADSL|15MB|tv-familiar
36333|FIBRA|50MB|tv-futbol
36334|ADSL|35MB|tv-futbol
36335|FIBRA|50MB|tv-total
36336|FIBRA|50MB|tv-familiar
36337|ADSL|20MB|tv-total
36338|ADSL|25MB|tv-familiar
36339|ADSL|10MB|tv-futbol
36340|FIBRA|50MB|tv-futbol
36341|FIBRA|100MB|tv-familiar
36342|ADSL|20MB|tv-familiar
36343|FIBRA|50MB|tv-familiar
36344|FIBRA|600MB|tv-familiar
36346|FIBRA|200MB|tv-futbol
36347|ADSL|30MB|tv-familiar
36348|FIBRA|200MB|tv-futbol
36349|ADSL|25MB|tv-familiar
36350|ADSL|35MB|tv-futbol
36351|ADSL|20MB|tv-familiar
36352|ADSL|25MB|tv-familiar
36353|ADSL|35MB|tv-futbol
36354|ADSL|15MB|tv-futbol
36355|FIBRA|100MB|tv-familiar
36356|FIBRA|300MB|tv-familiar
36357|FIBRA|50MB|tv-familiar
36358|FIBRA|200MB|tv-familiar
36359|FIBRA|300MB|tv-futbol
36360|FIBRA|50MB|tv-familiar
36361|FIBRA|200MB|tv-futbol
36362|ADSL|35MB|tv-futbol
36363|ADSL|20MB|tv-futbol
36364|ADSL|20MB|tv-futbol
36365|ADSL|25MB|tv-familiar
36366|ADSL|35MB|tv-futbol
36367|ADSL|35MB|tv-familiar
36368|ADSL|35MB|tv-futbol
36369|ADSL|30MB|tv-futbol
36370|FIBRA|200MB|tv-total
36371|ADSL|15MB|tv-futbol
36372|ADSL|30MB|tv-familiar
36373|ADSL|10MB|tv-futbol
36374|FIBRA|200MB|tv-futbol
36375|FIBRA|300MB|tv-familiar
36376|ADSL|25MB|tv-familiar
36377|ADSL|25MB|tv-futbol
36379|FIBRA|300MB|tv-futbol
36380|ADSL|20MB|tv-futbol
36381|ADSL|25MB|tv-familiar
36382|ADSL|30MB|tv-familiar
36383|ADSL|25MB|tv-familiar
36384|ADSL|10MB|tv-futbol
36385|ADSL|20MB|tv-futbol
36386|ADSL|20MB|tv-futbol
36387|ADSL|15MB|tv-familiar
36388|ADSL|25MB|tv-futbol
36389|ADSL|35MB|tv-futbol
36391|ADSL|20MB|tv-familiar
36392|ADSL|25MB|tv-familiar
36393|FIBRA|100MB|tv-futbol
36394|FIBRA|200MB|tv-total
36395|FIBRA|300MB|tv-familiar
36396|ADSL|20MB|tv-futbol
36397|FIBRA|100MB|tv-futbol
36398|ADSL|35MB|tv-futbol
36399|ADSL|15MB|tv-futbol
36400|FIBRA|200MB|tv-futbol
36401|FIBRA|200MB|tv-familiar
36402|FIBRA|600MB|tv-familiar
36403|FIBRA|600MB|tv-futbol
36404|FIBRA|100MB|tv-futbol
36405|ADSL|20MB|tv-familiar
36407|FIBRA|300MB|tv-futbol
36408|ADSL|20MB|tv-futbol
36409|FIBRA|600MB|tv-familiar
36410|FIBRA|300MB|tv-futbol
36411|ADSL|20MB|tv-familiar
36412|ADSL|25MB|tv-futbol
36413|ADSL|25MB|tv-futbol
36414|FIBRA|300MB|tv-futbol
36415|ADSL|20MB|tv-futbol
36416|FIBRA|200MB|tv-futbol
36417|ADSL|10MB|tv-familiar
36418|FIBRA|100MB|tv-familiar
36419|ADSL|20MB|tv-futbol
36420|ADSL|15MB|tv-familiar
36421|FIBRA|200MB|tv-futbol
36422|FIBRA|50MB|tv-futbol
36423|ADSL|10MB|tv-total
36424|FIBRA|600MB|tv-familiar
36425|ADSL|15MB|tv-futbol
36426|ADSL|25MB|tv-familiar
36427|FIBRA|300MB|tv-familiar
36428|FIBRA|600MB|tv-futbol
36429|ADSL|35MB|tv-total
36430|ADSL|30MB|tv-familiar
36431|FIBRA|300MB|tv-familiar
36432|ADSL|10MB|tv-futbol
36433|FIBRA|300MB|tv-futbol
36434|FIBRA|200MB|tv-futbol
36435|FIBRA|100MB|tv-futbol
36436|ADSL|10MB|tv-total
36437|FIBRA|50MB|tv-futbol
36438|FIBRA|200MB|tv-futbol
36439|ADSL|20MB|tv-futbol
